iter	Logloss
544	0.2926550706
545	0.2922880848
546	0.2920479774
547	0.2913597027
548	0.2909865181
549	0.2905228535
550	0.2901968559
551	0.2898964683
552	0.2897689342
553	0.2893028061
554	0.2888491948
555	0.2886351546
556	0.2884786328
557	0.2879717151
558	0.2878321012
559	0.287552158
560	0.2870856126
561	0.2867561181
562	0.2865054409
563	0.2858897646
564	0.2853081624
565	0.2847111622
566	0.2843028108
567	0.2837194999
568	0.2835223277
569	0.2832622925
570	0.2829089959
571	0.2824503382
572	0.2820179462
573	0.2816092571
574	0.281265676
575	0.2808701992
576	0.2803798119
577	0.2800616821
578	0.2798420389
579	0.2795799573
580	0.2794338266
581	0.2790596485
582	0.2788744768
583	0.2784267465
584	0.2778825561
585	0.2772617737
586	0.2771255573
587	0.2767833471
588	0.2764032284
589	0.2758428653
590	0.2752989133
591	0.2748872042
592	0.2743445834
593	0.2740739187
594	0.2735987902
595	0.2733551661
596	0.2729053299
597	0.2726019224
598	0.2723175486
599	0.2720694343
600	0.2715415955
601	0.271258533
602	0.2710115711
603	0.2706637383
604	0.2703888218
605	0.2699219187
606	0.2696055174
607	0.26917847
608	0.2688226899
609	0.2682044903
610	0.2677792708
611	0.2674216429
612	0.267177244
613	0.2667561769
614	0.2665843169
615	0.2662562927
616	0.266057531
617	0.2658018271
618	0.2653596799
619	0.2649430831
620	0.264634649
621	0.2643202543
622	0.2641159495
623	0.2639158567
624	0.2637764613
625	0.2633241812
626	0.2631023725
627	0.2628144821
628	0.2626820405
629	0.2623274326
630	0.2621043126
631	0.2618948619
632	0.2614228725
633	0.2610033353
634	0.2605787913
635	0.2603853742
636	0.2602433761
637	0.2599303126
638	0.2595169147
639	0.259115537
640	0.2587416967
641	0.2583387097
642	0.2580647667
643	0.2577494383
644	0.2573544979
645	0.2570027908
646	0.2565906445
647	0.2562879324
648	0.255882144
649	0.2556657791
650	0.2552924951
651	0.2549920082
652	0.2548894485
653	0.2548297048
654	0.2546536922
655	0.254253904
656	0.2539346218
657	0.2534564336
658	0.2533301512
659	0.2528473337
660	0.2526415388
661	0.2523812652
662	0.2521792452
663	0.2518212795
664	0.2517459591
665	0.2517079512
666	0.2514977058
667	0.2512316704
668	0.2510285775
669	0.2504154841
670	0.2499238253
671	0.2497415145
672	0.2495363951
673	0.2492774328
674	0.2491219838
675	0.2486431201
676	0.2484001915
677	0.2481389244
678	0.2476951281
679	0.2474067012
680	0.2468971014
681	0.2465710839
682	0.2463966211
683	0.2462322712
684	0.2459722956
685	0.2454563578
686	0.2451593876
687	0.2446379066
688	0.2443170547
689	0.2439282537
690	0.2434726159
691	0.2432353099
692	0.2428085407
693	0.242614905
694	0.2423621813
695	0.2422130307
696	0.2419481079
697	0.241540134
698	0.2413800557
699	0.2411802411
700	0.2408926884
701	0.2406969666
702	0.2401521603
703	0.2400044203
704	0.2397272984
705	0.2394256393
706	0.239110748
707	0.2389232516
708	0.2386208574
709	0.2384668191
710	0.2380884091
711	0.2377221982
712	0.237557133
713	0.2373122374
714	0.2370138764
715	0.2367423375
716	0.2365471125
717	0.2363834778
718	0.2360404332
719	0.2356503208
720	0.2354769707
721	0.2352345785
722	0.2349776427
723	0.2346722682
724	0.2345011433
725	0.2342131734
726	0.2339081367
727	0.2336055438
728	0.2334183852
729	0.233088851
730	0.2328283191
731	0.2325022419
732	0.232337594
733	0.232010603
734	0.2318674127
735	0.2316551606
736	0.2312408288
737	0.2310623725
738	0.2308751345
739	0.2305192153
740	0.2301661174
741	0.2298266888
742	0.2295981646
743	0.2294224103
744	0.2290834387
745	0.2288075686
746	0.2283550501
747	0.228102386
748	0.2279563546
749	0.227627039
750	0.2273875475
751	0.2271450361
752	0.2269076506
753	0.2265176972
754	0.2261713743
755	0.2260098855
756	0.2258481979
757	0.2257767121
758	0.2255589565
759	0.2253079812
760	0.2252218326
761	0.2249007225
762	0.2246694167
763	0.2245338559
764	0.2243008018
765	0.2239878972
766	0.2237795989
767	0.2236599922
768	0.2234331171
769	0.2233388821
770	0.2230914036
771	0.2227013111
772	0.2223959963
773	0.2220825752
774	0.2217336297
775	0.2215625048
776	0.2212609053
777	0.2209716638
778	0.2205827634
779	0.2203707695
780	0.2201071779
781	0.2199066877
782	0.2198353012
783	0.2195688089
784	0.2192746798
785	0.2189211845
786	0.2187011043
787	0.2184387048
788	0.2179812988
789	0.2177467744
790	0.2174086571
791	0.2171643575
792	0.2169324954
793	0.2167998354
794	0.2165455222
795	0.216272215
796	0.2160956661
797	0.2158848842
798	0.2158048948
799	0.215733707
800	0.2154068947
801	0.2151369055
802	0.2150194645
803	0.2145739396
804	0.2144310276
805	0.2142177622
806	0.2138828039
807	0.2135527134
808	0.2133150299
809	0.2129956484
810	0.2127925952
811	0.212595582
812	0.2124608755
813	0.2123815616
814	0.2122055689
815	0.2119742433
816	0.2117270033
817	0.2114044825
818	0.2111547788
819	0.210959355
820	0.210763514
821	0.2105630636
822	0.2103207111
823	0.2101692557
824	0.2100021044
825	0.2095779975
826	0.2094053825
827	0.2091627121
828	0.2089187105
829	0.2086866299
830	0.2084781329
831	0.2082132498
832	0.2080936432
833	0.2077637116
834	0.2075165113
835	0.2072543502
836	0.206997633
837	0.2068221172
838	0.2065147758
839	0.20645233
840	0.206328849
841	0.2060716748
842	0.2058892051
843	0.2057254513
844	0.2055461009
845	0.2052329381
846	0.2048190236
847	0.2045555711
848	0.2043903271
849	0.2041294177
850	0.2038351297
851	0.2036804756
852	0.2035292784
853	0.2032812039
854	0.2031039397
855	0.2027771473
856	0.2026470105
857	0.2025803328
858	0.2024172942
859	0.202185154
860	0.2021115422
861	0.201940755
862	0.2017539938
863	0.2014557918
864	0.2012745539
865	0.2009808222
866	0.2006141345
867	0.2003627221
868	0.200074474
869	0.1999873718
870	0.1996599038
871	0.1993878086
872	0.1991315683
873	0.1989868482
874	0.1987217267
875	0.1985220909
876	0.1982140144
877	0.1980395317
878	0.1978342533
879	0.1975491444
880	0.1973059972
881	0.1971870859
882	0.1968923012
883	0.1967251102
884	0.1965598265
885	0.1963588198
886	0.1961635351
887	0.1957882643
888	0.1955857078
889	0.195457379
890	0.1953769922
891	0.1951628129
892	0.1949628592
893	0.1948316097
894	0.1946753263
895	0.1945123076
896	0.1942681472
897	0.1941417058
898	0.1938749353
899	0.1937479973
900	0.1934930682
901	0.1932957172
902	0.1931677659
903	0.1929801305
904	0.1928488215
905	0.1926177541
906	0.1922558546
907	0.1918853323
908	0.1916583379
909	0.1913819313
910	0.1910496155
911	0.190831701
912	0.1904372374
913	0.1902026335
914	0.18995893
915	0.1896454096
916	0.18953228
917	0.1893312534
918	0.1893070539
919	0.188979586
920	0.1888012091
921	0.1886246403
922	0.1883779168
923	0.1881136099
924	0.1878319184
925	0.1876640916
926	0.1873092055
927	0.1871567567
928	0.1869105697
929	0.1867566903
930	0.1867182255
931	0.186629196
932	0.1864533822
933	0.1862695416
934	0.1860789855
935	0.1859204372
936	0.1857366959
937	0.1856738726
938	0.1854270299
939	0.1852247715
940	0.1851077676
941	0.1849002838
942	0.1845949888
943	0.1843108137
944	0.1841300329
945	0.1839085817
946	0.1837645372
947	0.1836745342
948	0.1833282312
949	0.1830607454
950	0.182890753
951	0.1826814214
952	0.1825101177
953	0.1823348999
954	0.1821903785
955	0.1819517016
956	0.1818044384
957	0.1816810171
958	0.1815180977
959	0.1813794176
960	0.1812905073
961	0.181071202
962	0.1809688807
963	0.1808737318
964	0.1806411942
965	0.1805765231
966	0.1803932587
967	0.1800723473
968	0.1798293591
969	0.1796724796
970	0.1795708934
971	0.1794768969
972	0.1793239514
973	0.179100136
974	0.1788065831
975	0.1785006126
976	0.1783778667
977	0.1782608032
978	0.1780519485
979	0.1779251893
980	0.1777859131
981	0.1777278582
982	0.1775394479
983	0.1773868402
984	0.1772545377
985	0.1770067612
986	0.1768116156
987	0.176555256
988	0.1764154037
989	0.1761740049
990	0.1759140889
991	0.1757230759
992	0.1755512953
993	0.1754490336
994	0.1751720111
995	0.1749530037
996	0.1747841438
997	0.1745722294
998	0.1745260755
999	0.1744608879
